source,target,Var1,Var2,r,p,edge,disease,edgeType,abs.r
Devriesia,Microascaceae,fungi_64,fungi_475,0.487244149,1.03E-09,fungi_64|fungi_475,preCOPD,ff,0.487244149
Kazachstania,Microascus,fungi_325,fungi_470,0.40339644,7.74E-07,fungi_325|fungi_470,preCOPD,ff,0.40339644
Lentinula,Microascus,fungi_597,fungi_470,0.412682805,4.04E-07,fungi_597|fungi_470,preCOPD,ff,0.412682805
Corynespora,Microdochium,fungi_90,fungi_529,0.403410373,7.73E-07,fungi_90|fungi_529,preCOPD,ff,0.403410373
Devriesia,Microporus,fungi_64,fungi_792,0.404986254,6.93E-07,fungi_64|fungi_792,preCOPD,ff,0.404986254
Geosmithia,Mycoacia,fungi_380,fungi_762,0.403429454,7.72E-07,fungi_380|fungi_762,preCOPD,ff,0.403429454
Alfaria,Myrothecium,fungi_441,fungi_444,0.450291416,2.38E-08,fungi_441|fungi_444,preCOPD,ff,0.450291416
Arachnomyces,Myrothecium,fungi_230,fungi_444,0.41566957,3.27E-07,fungi_230|fungi_444,preCOPD,ff,0.41566957
Chaetothyriales,Neodeightonia,fungi_191,fungi_12,0.542008604,4.65E-12,fungi_191|fungi_12,preCOPD,ff,0.542008604
Exserohilum,Neodeightonia,fungi_154,fungi_12,0.422292782,2.02E-07,fungi_154|fungi_12,preCOPD,ff,0.422292782
Microdochium,Neodeightonia,fungi_529,fungi_12,0.510507022,1.17E-10,fungi_529|fungi_12,preCOPD,ff,0.510507022
Coniochaeta,Onygenales,fungi_349,fungi_242,0.505444807,1.90E-10,fungi_349|fungi_242,preCOPD,ff,0.505444807
Nigrograna,Onygenales,fungi_158,fungi_242,0.420730334,2.27E-07,fungi_158|fungi_242,preCOPD,ff,0.420730334
Auriculariales,Ophioceras,fungi_640,fungi_458,0.519739165,4.69E-11,fungi_640|fungi_458,preCOPD,ff,0.519739165
Coniella,Ophioceras,fungi_361,fungi_458,0.42571175,1.57E-07,fungi_361|fungi_458,preCOPD,ff,0.42571175
Cytospora,Ophioceras,fungi_362,fungi_458,0.472871428,3.65E-09,fungi_362|fungi_458,preCOPD,ff,0.472871428
Dothideomycetes,Ophioceras,fungi_5,fungi_458,0.493302868,5.93E-10,fungi_5|fungi_458,preCOPD,ff,0.493302868
Mycosphaerella,Ophioceras,fungi_40,fungi_458,0.481865886,1.66E-09,fungi_40|fungi_458,preCOPD,ff,0.481865886
Heterobasidion,Paecilomyces,fungi_809,fungi_391,0.492702241,6.26E-10,fungi_809|fungi_391,preCOPD,ff,0.492702241
Dothideomycetes,Pallidocercospora,fungi_5,fungi_43,0.407603394,5.78E-07,fungi_5|fungi_43,preCOPD,ff,0.407603394
Ophioceras,Pallidocercospora,fungi_458,fungi_43,0.524114175,3.02E-11,fungi_458|fungi_43,preCOPD,ff,0.524114175
Hyphoderma,Paracamarosporium,fungi_746,fungi_109,0.422341536,2.02E-07,fungi_746|fungi_109,preCOPD,ff,0.422341536
Isaria,Paraphaeosphaeria,fungi_396,fungi_111,0.485507996,1.20E-09,fungi_396|fungi_111,preCOPD,ff,0.485507996
Agaricales,Passalora,fungi_561,fungi_45,0.411991281,4.25E-07,fungi_561|fungi_45,preCOPD,ff,0.411991281
Hypsizygus,Passalora,fungi_588,fungi_45,0.400747599,9.27E-07,fungi_588|fungi_45,preCOPD,ff,0.400747599
Microascaceae,Passalora,fungi_475,fungi_45,0.564774746,3.64E-13,fungi_475|fungi_45,preCOPD,ff,0.564774746
Agaricomycetes,Peniophora,fungi_560,fungi_816,0.512712547,9.41E-11,fungi_560|fungi_816,preCOPD,ff,0.512712547
Gymnopus,Peniophorella,fungi_596,fungi_706,0.413227405,3.89E-07,fungi_596|fungi_706,preCOPD,ff,0.413227405
Coprinopsis,Perenniporia,fungi_610,fungi_742,0.489791569,8.17E-10,fungi_610|fungi_742,preCOPD,ff,0.489791569
Fomes,Perenniporia,fungi_785,fungi_742,0.454640896,1.67E-08,fungi_785|fungi_742,preCOPD,ff,0.454640896
Diatrypaceae,Peroneutypa,fungi_526,fungi_525,0.41690231,2.99E-07,fungi_526|fungi_525,preCOPD,ff,0.41690231
Ophioceras,Peroneutypa,fungi_458,fungi_525,0.556588157,9.30E-13,fungi_458|fungi_525,preCOPD,ff,0.556588157
Eurotiales,Pestalotiopsis,fungi_212,fungi_532,0.5,3.18E-10,fungi_212|fungi_532,preCOPD,ff,0.5
Irpex,Pestalotiopsis,fungi_752,fungi_532,0.400747599,9.27E-07,fungi_752|fungi_532,preCOPD,ff,0.400747599
Ophioceras,Phaeoacremonium,fungi_458,fungi_514,0.438838491,5.84E-08,fungi_458|fungi_514,preCOPD,ff,0.438838491
Paraconiothyrium,Phaeoacremonium,fungi_110,fungi_514,0.422323666,2.02E-07,fungi_110|fungi_514,preCOPD,ff,0.422323666
Gloeophyllum,Phaeophleospora,fungi_693,fungi_46,0.464784409,7.25E-09,fungi_693|fungi_46,preCOPD,ff,0.464784409
Gloeophyllum,Phanerina,fungi_693,fungi_770,0.506978855,1.64E-10,fungi_693|fungi_770,preCOPD,ff,0.506978855
Agaricomycetes_2,Phanerochaetaceae,fungi_845,fungi_776,0.44355973,4.05E-08,fungi_845|fungi_776,preCOPD,ff,0.44355973
Clitopilus,Phanerochaetaceae,fungi_580,fungi_776,0.412946673,3.97E-07,fungi_580|fungi_776,preCOPD,ff,0.412946673
Hyphodermella,Phanerochaetaceae,fungi_769,fungi_776,0.444784775,3.68E-08,fungi_769|fungi_776,preCOPD,ff,0.444784775
Agaricomycetes,Phanerochaete,fungi_560,fungi_771,0.59705677,6.88E-15,fungi_560|fungi_771,preCOPD,ff,0.59705677
Agaricomycetes_2,Phanerochaete,fungi_845,fungi_771,0.548229785,2.36E-12,fungi_845|fungi_771,preCOPD,ff,0.548229785
Ceriporia,Phanerochaete,fungi_748,fungi_771,0.467902777,5.57E-09,fungi_748|fungi_771,preCOPD,ff,0.467902777
Crustodontia,Phanerochaete,fungi_758,fungi_771,0.446142507,3.30E-08,fungi_758|fungi_771,preCOPD,ff,0.446142507
Hydnochaete,Phanerochaete,fungi_699,fungi_771,0.408206723,5.54E-07,fungi_699|fungi_771,preCOPD,ff,0.408206723
Hyphodermella,Phanerochaete,fungi_769,fungi_771,0.43617264,7.17E-08,fungi_769|fungi_771,preCOPD,ff,0.43617264
Lentinus,Phanerochaete,fungi_788,fungi_771,0.403199264,7.84E-07,fungi_788|fungi_771,preCOPD,ff,0.403199264
Peniophora,Phanerochaete,fungi_816,fungi_771,0.587863958,2.24E-14,fungi_816|fungi_771,preCOPD,ff,0.587863958
Peniophorella,Phanerochaete,fungi_706,fungi_771,0.429744438,1.17E-07,fungi_706|fungi_771,preCOPD,ff,0.429744438
Phanerochaetaceae,Phanerochaete,fungi_776,fungi_771,0.416726182,3.03E-07,fungi_776|fungi_771,preCOPD,ff,0.416726182
Aureobasidium,Phialemoniopsis,fungi_73,fungi_551,0.538715064,6.61E-12,fungi_73|fungi_551,preCOPD,ff,0.538715064
Candida,Phialemoniopsis,fungi_330,fungi_551,0.47243003,3.79E-09,fungi_330|fungi_551,preCOPD,ff,0.47243003
Chytridiomycota,Phialemoniopsis,fungi_956,fungi_551,0.403636677,7.61E-07,fungi_956|fungi_551,preCOPD,ff,0.403636677
Hypocreales_fam_Incertae_sedis,Phialosimplex,fungi_405,fungi_219,0.5,3.18E-10,fungi_405|fungi_219,preCOPD,ff,0.5
Neomassarina,Phialosimplex,fungi_157,fungi_219,0.492702241,6.26E-10,fungi_157|fungi_219,preCOPD,ff,0.492702241
Agaricomycetes,Phlebia,fungi_560,fungi_763,0.652305231,0,fungi_560|fungi_763,preCOPD,ff,0.652305231
Agaricomycetes_2,Phlebia,fungi_845,fungi_763,0.523083762,3.35E-11,fungi_845|fungi_763,preCOPD,ff,0.523083762
Ceriporia,Phlebia,fungi_748,fungi_763,0.466183682,6.44E-09,fungi_748|fungi_763,preCOPD,ff,0.466183682
Crustodontia,Phlebia,fungi_758,fungi_763,0.420573524,2.30E-07,fungi_758|fungi_763,preCOPD,ff,0.420573524
Hydnochaete,Phlebia,fungi_699,fungi_763,0.509311877,1.31E-10,fungi_699|fungi_763,preCOPD,ff,0.509311877
Lentinus,Phlebia,fungi_788,fungi_763,0.414200072,3.63E-07,fungi_788|fungi_763,preCOPD,ff,0.414200072
Peniophora,Phlebia,fungi_816,fungi_763,0.497825922,3.90E-10,fungi_816|fungi_763,preCOPD,ff,0.497825922
Phanerochaete,Phlebia,fungi_771,fungi_763,0.666268054,0,fungi_771|fungi_763,preCOPD,ff,0.666268054
Agaricomycetes,Phlebiopsis,fungi_560,fungi_772,0.548264562,2.35E-12,fungi_560|fungi_772,preCOPD,ff,0.548264562
Phanerochaete,Phlebiopsis,fungi_771,fungi_772,0.44786647,2.88E-08,fungi_771|fungi_772,preCOPD,ff,0.44786647
Phlebia,Phlebiopsis,fungi_763,fungi_772,0.460634955,1.02E-08,fungi_763|fungi_772,preCOPD,ff,0.460634955
Antrodia,Phomatospora,fungi_726,fungi_479,0.438593854,5.95E-08,fungi_726|fungi_479,preCOPD,ff,0.438593854
Coprinopsis,Phomatospora,fungi_610,fungi_479,0.506397433,1.73E-10,fungi_610|fungi_479,preCOPD,ff,0.506397433
Crustodontia,Phomatospora,fungi_758,fungi_479,0.412533262,4.09E-07,fungi_758|fungi_479,preCOPD,ff,0.412533262
Fomitopsis,Phomatospora,fungi_732,fungi_479,0.402515405,8.22E-07,fungi_732|fungi_479,preCOPD,ff,0.402515405
Myrothecium,Phomatospora,fungi_444,fungi_479,0.459060745,1.17E-08,fungi_444|fungi_479,preCOPD,ff,0.459060745
Diatrypaceae,Phyllostictaceae,fungi_526,fungi_13,0.475209987,2.98E-09,fungi_526|fungi_13,preCOPD,ff,0.475209987
Pallidocercospora,Phyllostictaceae,fungi_43,fungi_13,0.400088312,9.70E-07,fungi_43|fungi_13,preCOPD,ff,0.400088312
Myrmecridium,Pleosporales,fungi_476,fungi_87,0.405338308,6.77E-07,fungi_476|fungi_87,preCOPD,ff,0.405338308
Hypocreales_fam_Incertae_sedis,Pleurotus,fungi_405,fungi_606,0.492702241,6.26E-10,fungi_405|fungi_606,preCOPD,ff,0.492702241
Phialosimplex,Pleurotus,fungi_219,fungi_606,0.492702241,6.26E-10,fungi_219|fungi_606,preCOPD,ff,0.492702241
Hypsizygus,Pluteus,fungi_588,fungi_607,0.611503517,8.88E-16,fungi_588|fungi_607,preCOPD,ff,0.611503517
Clitopilus,Polyporaceae_2,fungi_580,fungi_797,0.540426054,5.51E-12,fungi_580|fungi_797,preCOPD,ff,0.540426054
Dinemasporium,Polyporaceae_2,fungi_347,fungi_797,0.409688713,5.00E-07,fungi_347|fungi_797,preCOPD,ff,0.409688713
Heterobasidion,Polyporaceae_2,fungi_809,fungi_797,0.551757696,1.60E-12,fungi_809|fungi_797,preCOPD,ff,0.551757696
Hypsizygus,Polyporaceae_2,fungi_588,fungi_797,0.577132487,8.42E-14,fungi_588|fungi_797,preCOPD,ff,0.577132487
Paraconiothyrium,Polyporaceae_2,fungi_110,fungi_797,0.400563208,9.39E-07,fungi_110|fungi_797,preCOPD,ff,0.400563208
Pluteus,Polyporaceae_2,fungi_607,fungi_797,0.520877883,4.19E-11,fungi_607|fungi_797,preCOPD,ff,0.520877883
Agaricomycetes,Polyporales,fungi_560,fungi_720,0.607731692,1.78E-15,fungi_560|fungi_720,preCOPD,ff,0.607731692
Agaricomycetes_2,Polyporales,fungi_845,fungi_720,0.578160424,7.42E-14,fungi_845|fungi_720,preCOPD,ff,0.578160424
Ceriporia,Polyporales,fungi_748,fungi_720,0.53711403,7.84E-12,fungi_748|fungi_720,preCOPD,ff,0.53711403
Clitopilus,Polyporales,fungi_580,fungi_720,0.44870333,2.70E-08,fungi_580|fungi_720,preCOPD,ff,0.44870333
Coprinellus,Polyporales,fungi_609,fungi_720,0.452476858,1.99E-08,fungi_609|fungi_720,preCOPD,ff,0.452476858
Crustodontia,Polyporales,fungi_758,fungi_720,0.403861878,7.49E-07,fungi_758|fungi_720,preCOPD,ff,0.403861878
Fomes,Polyporales,fungi_785,fungi_720,0.416538468,3.07E-07,fungi_785|fungi_720,preCOPD,ff,0.416538468
Hydnochaete,Polyporales,fungi_699,fungi_720,0.481591372,1.70E-09,fungi_699|fungi_720,preCOPD,ff,0.481591372
Hymenochaete,Polyporales,fungi_700,fungi_720,0.443950583,3.93E-08,fungi_700|fungi_720,preCOPD,ff,0.443950583
Lentinus,Polyporales,fungi_788,fungi_720,0.481992483,1.64E-09,fungi_788|fungi_720,preCOPD,ff,0.481992483
Peniophora,Polyporales,fungi_816,fungi_720,0.492030937,6.66E-10,fungi_816|fungi_720,preCOPD,ff,0.492030937
Phanerochaetaceae,Polyporales,fungi_776,fungi_720,0.410444386,4.74E-07,fungi_776|fungi_720,preCOPD,ff,0.410444386
Phanerochaete,Polyporales,fungi_771,fungi_720,0.587895416,2.22E-14,fungi_771|fungi_720,preCOPD,ff,0.587895416
Phlebia,Polyporales,fungi_763,fungi_720,0.60836094,1.55E-15,fungi_763|fungi_720,preCOPD,ff,0.60836094
Mycoacia,Polyporales_2,fungi_762,fungi_808,0.400766785,9.26E-07,fungi_762|fungi_808,preCOPD,ff,0.400766785
Cabalodontia,Prosthemium,fungi_801,fungi_147,0.484149673,1.36E-09,fungi_801|fungi_147,preCOPD,ff,0.484149673
Agaricomycetes,Psathyrella,fungi_560,fungi_612,0.403471935,7.70E-07,fungi_560|fungi_612,preCOPD,ff,0.403471935
Agaricomycetes_2,Psathyrella,fungi_845,fungi_612,0.401225562,8.98E-07,fungi_845|fungi_612,preCOPD,ff,0.401225562
Coprinellus,Psathyrella,fungi_609,fungi_612,0.442495676,4.40E-08,fungi_609|fungi_612,preCOPD,ff,0.442495676
Crustodontia,Psathyrella,fungi_758,fungi_612,0.505917448,1.82E-10,fungi_758|fungi_612,preCOPD,ff,0.505917448
Fomes,Psathyrella,fungi_785,fungi_612,0.409524405,5.05E-07,fungi_785|fungi_612,preCOPD,ff,0.409524405
Fomitopsis,Psathyrella,fungi_732,fungi_612,0.421979985,2.07E-07,fungi_732|fungi_612,preCOPD,ff,0.421979985
Junghuhnia,Psathyrella,fungi_803,fungi_612,0.414387967,3.58E-07,fungi_803|fungi_612,preCOPD,ff,0.414387967
Lentinus,Psathyrella,fungi_788,fungi_612,0.427405047,1.39E-07,fungi_788|fungi_612,preCOPD,ff,0.427405047
Phanerochaete,Psathyrella,fungi_771,fungi_612,0.500572924,3.01E-10,fungi_771|fungi_612,preCOPD,ff,0.500572924
Phlebia,Psathyrella,fungi_763,fungi_612,0.480898223,1.81E-09,fungi_763|fungi_612,preCOPD,ff,0.480898223
Polyporales,Psathyrella,fungi_720,fungi_612,0.429669516,1.17E-07,fungi_720|fungi_612,preCOPD,ff,0.429669516
Cytospora,Pseudocercospora,fungi_362,fungi_47,0.438073669,6.20E-08,fungi_362|fungi_47,preCOPD,ff,0.438073669
Ophioceras,Pseudocercospora,fungi_458,fungi_47,0.401263656,8.95E-07,fungi_458|fungi_47,preCOPD,ff,0.401263656
Pallidocercospora,Pseudocercospora,fungi_43,fungi_47,0.403972602,7.44E-07,fungi_43|fungi_47,preCOPD,ff,0.403972602
Ceriporia,Pseudolagarobasidium,fungi_748,fungi_723,0.451489531,2.16E-08,fungi_748|fungi_723,preCOPD,ff,0.451489531
Heterochaete,Pseudolagarobasidium,fungi_649,fungi_723,0.564397568,3.81E-13,fungi_649|fungi_723,preCOPD,ff,0.564397568
Peniophora,Pseudolagarobasidium,fungi_816,fungi_723,0.402447893,8.26E-07,fungi_816|fungi_723,preCOPD,ff,0.402447893
Heterobasidion,Psilocybe,fungi_809,fungi_621,0.413252413,3.88E-07,fungi_809|fungi_621,preCOPD,ff,0.413252413
Hypocreales_fam_Incertae_sedis,Psilocybe,fungi_405,fungi_621,0.40057379,9.39E-07,fungi_405|fungi_621,preCOPD,ff,0.40057379
Junghuhnia,Psilocybe,fungi_803,fungi_621,0.408941803,5.26E-07,fungi_803|fungi_621,preCOPD,ff,0.408941803
Mycoacia,Psilocybe,fungi_762,fungi_621,0.519815224,4.66E-11,fungi_762|fungi_621,preCOPD,ff,0.519815224
Paracamarosporium,Psilocybe,fungi_109,fungi_621,0.42489659,1.67E-07,fungi_109|fungi_621,preCOPD,ff,0.42489659
Phanerochaetaceae,Psilocybe,fungi_776,fungi_621,0.468584304,5.26E-09,fungi_776|fungi_621,preCOPD,ff,0.468584304
Psathyrella,Psilocybe,fungi_612,fungi_621,0.413904147,3.71E-07,fungi_612|fungi_621,preCOPD,ff,0.413904147
Auriporia,Purpureocillium,fungi_727,fungi_435,0.581508812,4.93E-14,fungi_727|fungi_435,preCOPD,ff,0.581508812
Catabotrydaceae,Purpureocillium,fungi_375,fungi_435,0.427582689,1.37E-07,fungi_375|fungi_435,preCOPD,ff,0.427582689
Exserohilum,Purpureocillium,fungi_154,fungi_435,0.430851237,1.07E-07,fungi_154|fungi_435,preCOPD,ff,0.430851237
Gyrodontium,Purpureocillium,fungi_660,fungi_435,0.699435042,0,fungi_660|fungi_435,preCOPD,ff,0.699435042
Neodeightonia,Purpureocillium,fungi_12,fungi_435,0.4981526,3.78E-10,fungi_12|fungi_435,preCOPD,ff,0.4981526
Dipodascus,Pyrenochaetopsis,fungi_317,fungi_92,0.420826213,2.25E-07,fungi_317|fungi_92,preCOPD,ff,0.420826213
Lentinus,Ramichloridium,fungi_788,fungi_27,0.410093965,4.86E-07,fungi_788|fungi_27,preCOPD,ff,0.410093965
Phomatospora,Rasamsonia,fungi_479,fungi_224,0.406770052,6.13E-07,fungi_479|fungi_224,preCOPD,ff,0.406770052
Hydnochaete,Resinicium,fungi_699,fungi_707,0.412889334,3.99E-07,fungi_699|fungi_707,preCOPD,ff,0.412889334
Lentinus,Resupinatus,fungi_788,fungi_633,0.506229266,1.76E-10,fungi_788|fungi_633,preCOPD,ff,0.506229266
Peniophorella,Resupinatus,fungi_706,fungi_633,0.401430121,8.85E-07,fungi_706|fungi_633,preCOPD,ff,0.401430121
Polyporaceae_2,Resupinatus,fungi_797,fungi_633,0.4658584,6.62E-09,fungi_797|fungi_633,preCOPD,ff,0.4658584
Chaetomium,Rhizoctonia,fungi_488,fungi_676,0.490873856,7.40E-10,fungi_488|fungi_676,preCOPD,ff,0.490873856
Didymosphaeriaceae,Rhizoctonia,fungi_104,fungi_676,0.709645772,0,fungi_104|fungi_676,preCOPD,ff,0.709645772
Gibberella,Rhizoctonia,fungi_422,fungi_676,0.4981526,3.78E-10,fungi_422|fungi_676,preCOPD,ff,0.4981526
Arcuadendron,Rhizomucor,fungi_305,fungi_971,0.490873856,7.40E-10,fungi_305|fungi_971,preCOPD,ff,0.490873856
Pluteus,Rhizopus,fungi_607,fungi_975,0.453699408,1.81E-08,fungi_607|fungi_975,preCOPD,ff,0.453699408
Pyrenochaetopsis,Rhizopus,fungi_92,fungi_975,0.430851237,1.07E-07,fungi_92|fungi_975,preCOPD,ff,0.430851237
Chaetothyriales,Roussoella,fungi_191,fungi_171,0.400272921,9.58E-07,fungi_191|fungi_171,preCOPD,ff,0.400272921
Knufia,Roussoella,fungi_209,fungi_171,0.411991281,4.25E-07,fungi_209|fungi_171,preCOPD,ff,0.411991281
Plectosphaerellaceae,Roussoella,fungi_374,fungi_171,0.420001645,2.39E-07,fungi_374|fungi_171,preCOPD,ff,0.420001645
Aureobasidium,Saccharomyces,fungi_73,fungi_327,0.413555085,3.80E-07,fungi_73|fungi_327,preCOPD,ff,0.413555085
Phialemoniopsis,Saccharomyces,fungi_551,fungi_327,0.496133212,4.56E-10,fungi_551|fungi_327,preCOPD,ff,0.496133212
Apiotrichum,Saccharomycetales_2,fungi_926,fungi_307,0.403673094,7.59E-07,fungi_926|fungi_307,preCOPD,ff,0.403673094
Candida,Saccharomycetales_2,fungi_330,fungi_307,0.539427768,6.13E-12,fungi_330|fungi_307,preCOPD,ff,0.539427768
Didymosphaeriaceae,Sarcinomyces,fungi_104,fungi_196,0.400790011,9.25E-07,fungi_104|fungi_196,preCOPD,ff,0.400790011
Purpureocillium,Sarcinomyces,fungi_435,fungi_196,0.564774746,3.64E-13,fungi_435|fungi_196,preCOPD,ff,0.564774746
Rhizoctonia,Sarcinomyces,fungi_676,fungi_196,0.573141779,1.36E-13,fungi_676|fungi_196,preCOPD,ff,0.573141779
Ceriporia,Schizophyllum,fungi_748,fungi_616,0.443331639,4.12E-08,fungi_748|fungi_616,preCOPD,ff,0.443331639
Hydnochaete,Schizophyllum,fungi_699,fungi_616,0.438341882,6.07E-08,fungi_699|fungi_616,preCOPD,ff,0.438341882
Phanerochaete,Schizophyllum,fungi_771,fungi_616,0.409280628,5.14E-07,fungi_771|fungi_616,preCOPD,ff,0.409280628
Phlebia,Schizophyllum,fungi_763,fungi_616,0.418846509,2.60E-07,fungi_763|fungi_616,preCOPD,ff,0.418846509
Phlebiopsis,Schizophyllum,fungi_772,fungi_616,0.415616892,3.28E-07,fungi_772|fungi_616,preCOPD,ff,0.415616892
Agaricomycetes,Schizoporaceae_2,fungi_560,fungi_717,0.442566076,4.38E-08,fungi_560|fungi_717,preCOPD,ff,0.442566076
Agaricomycetes_2,Schizoporaceae_2,fungi_845,fungi_717,0.420802339,2.26E-07,fungi_845|fungi_717,preCOPD,ff,0.420802339
Amyloporia,Schizoporaceae_2,fungi_725,fungi_717,0.452561862,1.98E-08,fungi_725|fungi_717,preCOPD,ff,0.452561862
Ceriporia,Schizoporaceae_2,fungi_748,fungi_717,0.50186826,2.67E-10,fungi_748|fungi_717,preCOPD,ff,0.50186826
Hydnochaete,Schizoporaceae_2,fungi_699,fungi_717,0.439368946,5.61E-08,fungi_699|fungi_717,preCOPD,ff,0.439368946
Hymenochaete,Schizoporaceae_2,fungi_700,fungi_717,0.46788769,5.58E-09,fungi_700|fungi_717,preCOPD,ff,0.46788769
